DateTime;Symbol;Level;Depth Ratio;Last Price;Total Bid Volume; Total Ask Volume;Level 1 Bid Price;Level 1 Bid Volume;Level 1 Ask Price;Level 1 Ask Volume;Level 2 Bid Price;Level 2 Bid Volume;Level 2 Ask Price;Level 2 Ask Volume;Level 3 Bid Price;Level 3 Bid Volume;Level 3 Ask Price;Level 3 Ask Volume;Level 4 Bid Price;Level 4 Bid Volume;Level 4 Ask Price;Level 4 Ask Volume;Level 5 Bid Price;Level 5 Bid Volume;Level 5 Ask Price;Level 5 Ask Volume;Level 6 Bid Price;Level 6 Bid Volume;Level 6 Ask Price;Level 6 Ask Volume;Level 7 Bid Price;Level 7 Bid Volume;Level 7 Ask Price;Level 7 Ask Volume;Level 8 Bid Price;Level 8 Bid Volume;Level 8 Ask Price;Level 8 Ask Volume;Level 9 Bid Price;Level 9 Bid Volume;Level 9 Ask Price;Level 9 Ask Volume;Level 10 Bid Price;Level 10 Bid Volume;Level 10 Ask Price;Level 10 Ask Volume
2025-08-25T06:55:56;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:55:57;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:55:58;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:55:59;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:00;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:01;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:02;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:03;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:04;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:05;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:06;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:07;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:08;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:09;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:10;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:11;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:12;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:13;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:14;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:15;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:16;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:17;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:18;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:19;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:20;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:21;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:22;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:23;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:24;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:25;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:26;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:27;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:28;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:29;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:30;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:31;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:32;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:33;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:34;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:35;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:36;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:37;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:38;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:39;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:40;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:41;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:42;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:43;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:44;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
2025-08-25T06:56:45;AKBNK;10;0.843;70.8;46696889;13669720.85;70.75;5058625;70.8;967765.2;70.7;3257149;70.85;192357.74999999997;70.65;358195.5;70.9;122018.90000000001;70.6;2047399.9999999998;70.95;306149.25;70.55;3391338.5;71;5105752;70.5;23340576;71.05;221249.69999999998;70.45;2918743.5;71.1;520451.99999999994;70.4;159878.40000000002;71.15;27179.300000000003;70.35;3793271.9999999995;71.2;5079408;70.3;2371711.1;71.25;1127388.75
